Postcode;Plaatsnaam;Deelgemeente;Hoofdgemeente;Provincie
5600;Franchimont;Ja;PHILIPPEVILLE;Namen
5600;Jamagne;Ja;PHILIPPEVILLE;Namen
5600;Jamiolle;Ja;PHILIPPEVILLE;Namen
5600;Merlemont;Ja;PHILIPPEVILLE;Namen
5600;Neuville;Ja;PHILIPPEVILLE;Namen
5600;Omezée;Ja;PHILIPPEVILLE;Namen
5600;PHILIPPEVILLE;Neen;PHILIPPEVILLE;Namen
5600;Roly;Ja;PHILIPPEVILLE;Namen
5600;Romedenne;Ja;PHILIPPEVILLE;Namen
5600;Samart;Ja;PHILIPPEVILLE;Namen
5600;Sart-En-Fagne;Ja;PHILIPPEVILLE;Namen
5600;Sautour;Ja;PHILIPPEVILLE;Namen
5600;Surice;Ja;PHILIPPEVILLE;Namen
5600;Villers-En-Fagne;Ja;PHILIPPEVILLE;Namen
5600;Villers-Le-Gambon;Ja;PHILIPPEVILLE;Namen
5600;Vodecée;Ja;PHILIPPEVILLE;Namen
5620;Corenne;Ja;FLORENNES;Namen
5620;Flavion;Ja;FLORENNES;Namen
5620;FLORENNES;Neen;FLORENNES;Namen
5620;Hemptinne-Lez-Florennes;Ja;FLORENNES;Namen
5620;Morville;Ja;FLORENNES;Namen
5620;Rosée;Ja;FLORENNES;Namen
5620;Saint-Aubin;Ja;FLORENNES;Namen
5621;Hanzinelle;Ja;FLORENNES;Namen
5621;Hanzinne;Ja;FLORENNES;Namen
5621;Morialmé;Ja;FLORENNES;Namen
5621;Thy-Le-Baudouin;Ja;FLORENNES;Namen
5630;CERFONTAINE;Neen;CERFONTAINE;Namen
5630;Daussois;Ja;CERFONTAINE;Namen
5630;Senzeilles;Ja;CERFONTAINE;Namen
5630;Silenrieux;Ja;CERFONTAINE;Namen
5630;Soumoy;Ja;CERFONTAINE;Namen
5630;Villers-Deux-Eglises;Ja;CERFONTAINE;Namen
5640;Biesme;Ja;METTET;Namen
5640;Biesmerée;Ja;METTET;Namen
5640;Graux;Ja;METTET;Namen
5640;METTET;Neen;METTET;Namen
5640;Oret;Ja;METTET;Namen
5640;Saint-Gérard;Ja;METTET;Namen
5641;Furnaux;Ja;METTET;Namen
5644;Ermeton-Sur-Biert;Ja;METTET;Namen
5646;Stave;Ja;METTET;Namen
5650;Castillon;Ja;WALCOURT;Namen
5650;Chastrès;Ja;WALCOURT;Namen
5650;Clermont;Ja;WALCOURT;Namen
5650;Fontenelle;Ja;WALCOURT;Namen
5650;Fraire;Ja;WALCOURT;Namen
5650;Pry;Ja;WALCOURT;Namen
5650;Vogenée;Ja;WALCOURT;Namen
5650;WALCOURT;Neen;WALCOURT;Namen
5650;Yves-Gomezée;Ja;WALCOURT;Namen
5651;Berzée;Ja;WALCOURT;Namen
5651;Gourdinne;Ja;WALCOURT;Namen
5651;Laneffe;Ja;WALCOURT;Namen
5651;Rognée;Ja;WALCOURT;Namen
5651;Somzée;Ja;WALCOURT;Namen
5651;Tarcienne;Ja;WALCOURT;Namen
5651;Thy-Le-Château;Ja;WALCOURT;Namen
5660;Aublain;Ja;COUVIN;Namen
5660;Boussu-En-Fagne;Ja;COUVIN;Namen
5660;Brûly;Ja;COUVIN;Namen
5660;Brûly-De-Pesche;Ja;COUVIN;Namen
5660;COUVIN;Neen;COUVIN;Namen
5660;Cul-Des-Sarts;Ja;COUVIN;Namen
5660;Dailly;Ja;COUVIN;Namen
5660;Frasnes;Ja;COUVIN;Namen
5660;Gonrieux;Ja;COUVIN;Namen
5660;Mariembourg;Ja;COUVIN;Namen
5660;Pesche;Ja;COUVIN;Namen
5660;Pétigny;Ja;COUVIN;Namen
5660;Petite-Chapelle;Ja;COUVIN;Namen
5660;Presgaux;Ja;COUVIN;Namen
5670;Dourbes;Ja;VIROINVAL;Namen
5670;Le Mesnil;Ja;VIROINVAL;Namen
5670;Mazée;Ja;VIROINVAL;Namen
5670;Nismes;Ja;VIROINVAL;Namen
5670;Oignies-En-Thiérache;Ja;VIROINVAL;Namen
5670;Olloy-Sur-Viroin;Ja;VIROINVAL;Namen
5670;Treignes;Ja;VIROINVAL;Namen
5670;Vierves-Sur-Viroin;Ja;VIROINVAL;Namen
5670;VIROINVAL;Neen;VIROINVAL;Namen
5680;DOISCHE;Neen;DOISCHE;Namen
5680;Gimnée;Ja;DOISCHE;Namen
5680;Gochenée;Ja;DOISCHE;Namen
5680;Matagne-La-Grande;Ja;DOISCHE;Namen
5680;Matagne-La-Petite;Ja;DOISCHE;Namen
5680;Niverlée;Ja;DOISCHE;Namen
5680;Romerée;Ja;DOISCHE;Namen
5680;Soulme;Ja;DOISCHE;Namen
5680;Vaucelles;Ja;DOISCHE;Namen
5680;Vodelée;Ja;DOISCHE;Namen
6000;CHARLEROI;Neen;CHARLEROI;Henegouwen
6001;Marcinelle;Ja;CHARLEROI;Henegouwen
6010;Couillet;Ja;CHARLEROI;Henegouwen
6020;Dampremy;Ja;CHARLEROI;Henegouwen
6030;Goutroux;Ja;CHARLEROI;Henegouwen
6030;Marchienne-Au-Pont;Ja;CHARLEROI;Henegouwen
6031;Monceau-Sur-Sambre;Ja;CHARLEROI;Henegouwen
6032;Mont-Sur-Marchienne;Ja;CHARLEROI;Henegouwen
6040;Jumet;Ja;CHARLEROI;Henegouwen
6041;Gosselies;Ja;CHARLEROI;Henegouwen
6042;Lodelinsart;Ja;CHARLEROI;Henegouwen
6043;Ransart;Ja;CHARLEROI;Henegouwen
6044;Roux;Ja;CHARLEROI;Henegouwen
6060;Gilly;Ja;CHARLEROI;Henegouwen
6061;Montignies-Sur-Sambre;Ja;CHARLEROI;Henegouwen
6075;CSM Charleroi X;;CSM Charleroi X;
6099;Charleroi X;;Charleroi X;
6110;MONTIGNY-LE-TILLEUL;Neen;MONTIGNY-LE-TILLEUL;Henegouwen
6111;Landelies;Ja;MONTIGNY-LE-TILLEUL;Henegouwen
6120;Cour-Sur-Heure;Ja;HAM-SUR-HEURE;Henegouwen
6120;HAM-SUR-HEURE;Neen;HAM-SUR-HEURE;Henegouwen
6120;Jamioulx;Ja;HAM-SUR-HEURE;Henegouwen
6120;Marbaix;Ja;HAM-SUR-HEURE;Henegouwen
6120;Nalinnes;Ja;HAM-SUR-HEURE;Henegouwen
6140;FONTAINE-L'EVÊQUE;Neen;FONTAINE-L'EVÊQUE;Henegouwen
6141;Forchies-La-Marche;Ja;FONTAINE-L'EVÊQUE;Henegouwen
6142;Leernes;Ja;FONTAINE-L'EVÊQUE;Henegouwen
6150;ANDERLUES;Neen;ANDERLUES;Henegouwen
6180;COURCELLES;Neen;COURCELLES;Henegouwen
6181;Gouy-Lez-Piéton;Ja;COURCELLES;Henegouwen
6182;Souvret;Ja;COURCELLES;Henegouwen
6183;Trazegnies;Ja;COURCELLES;Henegouwen
6200;Bouffioulx;Ja;CHÂTELET;Henegouwen
6200;CHÂTELET;Neen;CHÂTELET;Henegouwen
6200;Châtelineau;Ja;CHÂTELET;Henegouwen
6210;Frasnes-Lez-Gosselies;Ja;LES BONS VILLERS;Henegouwen
6210;LES BONS VILLERS;Neen;LES BONS VILLERS;Henegouwen
6210;Rèves;Ja;LES BONS VILLERS;Henegouwen
6210;Villers-Perwin;Ja;LES BONS VILLERS;Henegouwen
6210;Wayaux;Ja;LES BONS VILLERS;Henegouwen
6211;Mellet;Ja;LES BONS VILLERS;Henegouwen
6220;FLEURUS;Neen;FLEURUS;Henegouwen
6220;Heppignies;Ja;FLEURUS;Henegouwen
6220;Lambusart;Ja;FLEURUS;Henegouwen
6220;Wangenies;Ja;FLEURUS;Henegouwen
6221;Saint-Amand;Ja;FLEURUS;Henegouwen
6222;Brye;Ja;FLEURUS;Henegouwen
6223;Wagnelée;Ja;FLEURUS;Henegouwen
6224;Wanfercée-Baulet;Ja;FLEURUS;Henegouwen
6230;Buzet;Ja;PONT-À-CELLES;Henegouwen
6230;Obaix;Ja;PONT-À-CELLES;Henegouwen
6230;PONT-À-CELLES;Neen;PONT-À-CELLES;Henegouwen
6230;Thiméon;Ja;PONT-À-CELLES;Henegouwen
6230;Viesville;Ja;PONT-À-CELLES;Henegouwen
6238;Liberchies;Ja;PONT-À-CELLES;Henegouwen
6238;Luttre;Ja;PONT-À-CELLES;Henegouwen
6240;FARCIENNES;Neen;FARCIENNES;Henegouwen
6240;Pironchamps;Ja;FARCIENNES;Henegouwen
6250;Aiseau;Ja;AISEAU-PRESLES;Henegouwen
6250;AISEAU-PRESLES;Neen;AISEAU-PRESLES;Henegouwen
6250;Pont-De-Loup;Ja;AISEAU-PRESLES;Henegouwen
6250;Presles;Ja;AISEAU-PRESLES;Henegouwen
6250;Roselies;Ja;AISEAU-PRESLES;Henegouwen
6280;Acoz;Ja;GERPINNES;Henegouwen
6280;GERPINNES;Neen;GERPINNES;Henegouwen
6280;Gougnies;Ja;GERPINNES;Henegouwen
6280;Joncret;Ja;GERPINNES;Henegouwen
6280;Loverval;Ja;GERPINNES;Henegouwen
6280;Villers-Poterie;Ja;GERPINNES;Henegouwen
6440;Boussu-Lez-Walcourt;Ja;FROIDCHAPELLE;Henegouwen
6440;Fourbechies;Ja;FROIDCHAPELLE;Henegouwen
6440;FROIDCHAPELLE;Neen;FROIDCHAPELLE;Henegouwen
6440;Vergnies;Ja;FROIDCHAPELLE;Henegouwen
6441;Erpion;Ja;FROIDCHAPELLE;Henegouwen
6460;Bailièvre;Ja;CHIMAY;Henegouwen
6460;CHIMAY;Neen;CHIMAY;Henegouwen
6460;Robechies;Ja;CHIMAY;Henegouwen
6460;Saint-Remy;Ja;CHIMAY;Henegouwen
6460;Salles;Ja;CHIMAY;Henegouwen
6460;Villers-La-Tour;Ja;CHIMAY;Henegouwen
6461;Virelles;Ja;CHIMAY;Henegouwen
6462;Vaulx-Lez-Chimay;Ja;CHIMAY;Henegouwen
6463;Lompret;Ja;CHIMAY;Henegouwen
6464;Baileux;Ja;CHIMAY;Henegouwen
6464;Bourlers;Ja;CHIMAY;Henegouwen
6464;Forges;Ja;CHIMAY;Henegouwen
6464;L'Escaillère;Ja;CHIMAY;Henegouwen
6464;Rièzes;Ja;CHIMAY;Henegouwen
6470;Grandrieu;Ja;SIVRY-RANCE;Henegouwen
6470;Montbliart;Ja;SIVRY-RANCE;Henegouwen
6470;Rance;Ja;SIVRY-RANCE;Henegouwen
6470;Sautin;Ja;SIVRY-RANCE;Henegouwen
6470;Sivry;Ja;SIVRY-RANCE;Henegouwen
6470;SIVRY-RANCE;Neen;SIVRY-RANCE;Henegouwen
6500;Barbençon;Ja;BEAUMONT;Henegouwen
6500;BEAUMONT;Neen;BEAUMONT;Henegouwen
6500;Leugnies;Ja;BEAUMONT;Henegouwen
6500;Leval-Chaudeville;Ja;BEAUMONT;Henegouwen
6500;Renlies;Ja;BEAUMONT;Henegouwen
6500;Solre-Saint-Géry;Ja;BEAUMONT;Henegouwen
6500;Thirimont;Ja;BEAUMONT;Henegouwen
6511;Strée;Ja;BEAUMONT;Henegouwen
6530;Leers-Et-Fosteau;Ja;THUIN;Henegouwen
6530;THUIN;Neen;THUIN;Henegouwen
6531;Biesme-Sous-Thuin;Ja;THUIN;Henegouwen
6532;Ragnies;Ja;THUIN;Henegouwen
6533;Biercée;Ja;THUIN;Henegouwen
6534;Gozée;Ja;THUIN;Henegouwen
6536;Donstiennes;Ja;THUIN;Henegouwen
6536;Thuillies;Ja;THUIN;Henegouwen
6540;LOBBES;Neen;LOBBES;Henegouwen
6540;Mont-Sainte-Geneviève;Ja;LOBBES;Henegouwen
6542;Sars-La-Buissière;Ja;LOBBES;Henegouwen
6543;Bienne-Lez-Happart;Ja;LOBBES;Henegouwen
6560;Bersillies-L'Abbaye;Ja;ERQUELINNES;Henegouwen
6560;ERQUELINNES;Neen;ERQUELINNES;Henegouwen
6560;Grand-Reng;Ja;ERQUELINNES;Henegouwen
6560;Hantes-Wihéries;Ja;ERQUELINNES;Henegouwen
6560;Montignies-Saint-Christophe;Ja;ERQUELINNES;Henegouwen
6560;Solre-Sur-Sambre;Ja;ERQUELINNES;Henegouwen
6567;Fontaine-Valmont;Ja;MERBES-LE-CHÂTEAU;Henegouwen
6567;Labuissière;Ja;MERBES-LE-CHÂTEAU;Henegouwen
6567;MERBES-LE-CHÂTEAU;Neen;MERBES-LE-CHÂTEAU;Henegouwen
6567;Merbes-Sainte-Marie;Ja;MERBES-LE-CHÂTEAU;Henegouwen
6590;MOMIGNIES;Neen;MOMIGNIES;Henegouwen
6591;Macon;Ja;MOMIGNIES;Henegouwen
6592;Monceau-Imbrechies;Ja;MOMIGNIES;Henegouwen
6593;Macquenoise;Ja;MOMIGNIES;Henegouwen
6594;Beauwelz;Ja;MOMIGNIES;Henegouwen
6596;Forge-Philippe;Ja;MOMIGNIES;Henegouwen
6596;Seloignes;Ja;MOMIGNIES;Henegouwen
6600;BASTOGNE;Neen;BASTOGNE;Luxemburg
6600;Longvilly;Ja;BASTOGNE;Luxemburg
6600;Noville;Ja;BASTOGNE;Luxemburg
6600;Villers-La-Bonne-Eau;Ja;BASTOGNE;Luxemburg
6600;Wardin;Ja;BASTOGNE;Luxemburg
6630;MARTELANGE;Neen;MARTELANGE;Luxemburg
6637;FAUVILLERS;Neen;FAUVILLERS;Luxemburg
6637;Hollange;Ja;FAUVILLERS;Luxemburg
6637;Tintange;Ja;FAUVILLERS;Luxemburg
6640;Hompré;Ja;VAUX-SUR-SÛRE;Luxemburg
6640;Morhet;Ja;VAUX-SUR-SÛRE;Luxemburg
6640;Nives;Ja;VAUX-SUR-SÛRE;Luxemburg
6640;Sibret;Ja;VAUX-SUR-SÛRE;Luxemburg
6640;Vaux-Lez-Rosières;Ja;VAUX-SUR-SÛRE;Luxemburg
6640;VAUX-SUR-SÛRE;Neen;VAUX-SUR-SÛRE;Luxemburg
6642;Juseret;Ja;VAUX-SUR-SÛRE;Luxemburg
6660;HOUFFALIZE;Neen;HOUFFALIZE;Luxemburg
6660;Nadrin;Ja;HOUFFALIZE;Luxemburg
6661;Mont;Ja;HOUFFALIZE;Luxemburg
6661;Tailles;Ja;HOUFFALIZE;Luxemburg
6662;Tavigny;Ja;HOUFFALIZE;Luxemburg
6663;Mabompré;Ja;HOUFFALIZE;Luxemburg
6666;Wibrin;Ja;HOUFFALIZE;Luxemburg
6670;GOUVY;Neen;GOUVY;Luxemburg
6670;Limerlé;Ja;GOUVY;Luxemburg
6671;Bovigny;Ja;GOUVY;Luxemburg
6672;Beho;Ja;GOUVY;Luxemburg
6673;Cherain;Ja;GOUVY;Luxemburg
6674;Montleban;Ja;GOUVY;Luxemburg
6680;Amberloup;Ja;SAINTE-ODE;Luxemburg
6680;SAINTE-ODE;Neen;SAINTE-ODE;Luxemburg
6680;Tillet;Ja;SAINTE-ODE;Luxemburg
6681;Lavacherie;Ja;SAINTE-ODE;Luxemburg
6686;Flamierge;Ja;BERTOGNE;Luxemburg
6687;BERTOGNE;Neen;BERTOGNE;Luxemburg
6688;Longchamps;Ja;BERTOGNE;Luxemburg
6690;Bihain;Ja;VIELSALM;Luxemburg
6690;VIELSALM;Neen;VIELSALM;Luxemburg
6692;Petit-Thier;Ja;VIELSALM;Luxemburg
6698;Grand-Halleux;Ja;VIELSALM;Luxemburg
6700;ARLON;Neen;ARLON;Luxemburg
6700;Bonnert;Ja;ARLON;Luxemburg
6700;Heinsch;Ja;ARLON;Luxemburg
6700;Toernich;Ja;ARLON;Luxemburg
6704;Guirsch;Ja;ARLON;Luxemburg
6706;Autelbas;Ja;ARLON;Luxemburg
6717;ATTERT;Neen;ATTERT;Luxemburg
6717;Nobressart;Ja;ATTERT;Luxemburg
6717;Nothomb;Ja;ATTERT;Luxemburg
6717;Thiaumont;Ja;ATTERT;Luxemburg
6717;Tontelange;Ja;ATTERT;Luxemburg
6720;HABAY;Neen;HABAY;Luxemburg
6720;Habay-La-Neuve;Ja;HABAY;Luxemburg
6720;Hachy;Ja;HABAY;Luxemburg
6721;Anlier;Ja;HABAY;Luxemburg
6723;Habay-La-Vieille;Ja;HABAY;Luxemburg
6724;Houdemont;Ja;HABAY;Luxemburg
6724;Rulles;Ja;HABAY;Luxemburg
6730;Bellefontaine;Ja;TINTIGNY;Luxemburg
6730;Rossignol;Ja;TINTIGNY;Luxemburg
6730;Saint-Vincent;Ja;TINTIGNY;Luxemburg
6730;TINTIGNY;Neen;TINTIGNY;Luxemburg
6740;ETALLE;Neen;ETALLE;Luxemburg
6740;Sainte-Marie-Sur-Semois;Ja;ETALLE;Luxemburg
6740;Villers-Sur-Semois;Ja;ETALLE;Luxemburg
6741;Vance;Ja;ETALLE;Luxemburg
6742;Chantemelle;Ja;ETALLE;Luxemburg
6743;Buzenol;Ja;ETALLE;Luxemburg
6747;Châtillon;Ja;SAINT-LÉGER;Luxemburg
6747;Meix-Le-Tige;Ja;SAINT-LÉGER;Luxemburg
6747;SAINT-LÉGER;Neen;SAINT-LÉGER;Luxemburg
6750;MUSSON;Neen;MUSSON;Luxemburg
6750;Mussy-La-Ville;Ja;MUSSON;Luxemburg
6750;Signeulx;Ja;MUSSON;Luxemburg
6760;Bleid;Ja;VIRTON;Luxemburg
6760;Ethe;Ja;VIRTON;Luxemburg
6760;Ruette;Ja;VIRTON;Luxemburg
6760;VIRTON;Neen;VIRTON;Luxemburg
6761;Latour;Ja;VIRTON;Luxemburg
6762;Saint-Mard;Ja;VIRTON;Luxemburg
6767;Dampicourt;Ja;ROUVROY;Luxemburg
6767;Harnoncourt;Ja;ROUVROY;Luxemburg
6767;Lamorteau;Ja;ROUVROY;Luxemburg
6767;ROUVROY;Neen;ROUVROY;Luxemburg
6767;Torgny;Ja;ROUVROY;Luxemburg
6769;Gérouville;Ja;MEIX-DEVANT-VIRTON;Luxemburg
6769;MEIX-DEVANT-VIRTON;Neen;MEIX-DEVANT-VIRTON;Luxemburg
6769;Robelmont;Ja;MEIX-DEVANT-VIRTON;Luxemburg
6769;Sommethonne;Ja;MEIX-DEVANT-VIRTON;Luxemburg
6769;Villers-La-Loue;Ja;MEIX-DEVANT-VIRTON;Luxemburg
6780;Hondelange;Ja;MESSANCY;Luxemburg
6780;MESSANCY;Neen;MESSANCY;Luxemburg
6780;Wolkrange;Ja;MESSANCY;Luxemburg
6781;Sélange;Ja;MESSANCY;Luxemburg
6782;Habergy;Ja;MESSANCY;Luxemburg
6790;AUBANGE;Neen;AUBANGE;Luxemburg
6791;Athus;Ja;AUBANGE;Luxemburg
6792;Halanzy;Ja;AUBANGE;Luxemburg
6792;Rachecourt;Ja;AUBANGE;Luxemburg
6800;Bras;Ja;LIBRAMONT-CHEVIGNY;Luxemburg
6800;Freux;Ja;LIBRAMONT-CHEVIGNY;Luxemburg
6800;LIBRAMONT-CHEVIGNY;Neen;LIBRAMONT-CHEVIGNY;Luxemburg
6800;Moircy;Ja;LIBRAMONT-CHEVIGNY;Luxemburg
6800;Recogne;Ja;LIBRAMONT-CHEVIGNY;Luxemburg
6800;Remagne;Ja;LIBRAMONT-CHEVIGNY;Luxemburg
6800;Saint-Pierre;Ja;LIBRAMONT-CHEVIGNY;Luxemburg
6800;Sainte-Marie-Chevigny;Ja;LIBRAMONT-CHEVIGNY;Luxemburg
6810;CHINY;Neen;CHINY;Luxemburg
6810;Izel;Ja;CHINY;Luxemburg
6810;Jamoigne;Ja;CHINY;Luxemburg
6811;Les Bulles;Ja;CHINY;Luxemburg
6812;Suxy;Ja;CHINY;Luxemburg
6813;Termes;Ja;CHINY;Luxemburg
6820;FLORENVILLE;Neen;FLORENVILLE;Luxemburg
6820;Fontenoille;Ja;FLORENVILLE;Luxemburg
6820;Muno;Ja;FLORENVILLE;Luxemburg
6820;Sainte-Cécile;Ja;FLORENVILLE;Luxemburg
6821;Lacuisine;Ja;FLORENVILLE;Luxemburg
6823;Villers-Devant-Orval;Ja;FLORENVILLE;Luxemburg
6824;Chassepierre;Ja;FLORENVILLE;Luxemburg
6830;BOUILLON;Neen;BOUILLON;Luxemburg
6830;Les Hayons;Ja;BOUILLON;Luxemburg
6830;Poupehan;Ja;BOUILLON;Luxemburg
6830;Rochehaut;Ja;BOUILLON;Luxemburg
6831;Noirfontaine;Ja;BOUILLON;Luxemburg
6832;Sensenruth;Ja;BOUILLON;Luxemburg
6833;Ucimont;Ja;BOUILLON;Luxemburg
6833;Vivy;Ja;BOUILLON;Luxemburg
6834;Bellevaux;Ja;BOUILLON;Luxemburg
6836;Dohan;Ja;BOUILLON;Luxemburg
6838;Corbion;Ja;BOUILLON;Luxemburg
6840;Grandvoir;Ja;NEUFCHÂTEAU;Luxemburg
6840;Grapfontaine;Ja;NEUFCHÂTEAU;Luxemburg
6840;Hamipré;Ja;NEUFCHÂTEAU;Luxemburg
6840;Longlier;Ja;NEUFCHÂTEAU;Luxemburg
6840;NEUFCHÂTEAU;Neen;NEUFCHÂTEAU;Luxemburg
6840;Tournay;Ja;NEUFCHÂTEAU;Luxemburg
6850;Carlsbourg;Ja;PALISEUL;Luxemburg
6850;Offagne;Ja;PALISEUL;Luxemburg
6850;PALISEUL;Neen;PALISEUL;Luxemburg
6851;Nollevaux;Ja;PALISEUL;Luxemburg
6852;Maissin;Ja;PALISEUL;Luxemburg
6852;Opont;Ja;PALISEUL;Luxemburg
6853;Framont;Ja;PALISEUL;Luxemburg
6856;Fays-Les-Veneurs;Ja;PALISEUL;Luxemburg
6860;Assenois;Ja;LÉGLISE;Luxemburg
6860;Ebly;Ja;LÉGLISE;Luxemburg
6860;LÉGLISE;Neen;LÉGLISE;Luxemburg
6860;Mellier;Ja;LÉGLISE;Luxemburg
6860;Witry;Ja;LÉGLISE;Luxemburg
6870;Arville;Ja;SAINT-HUBERT;Luxemburg
6870;Awenne;Ja;SAINT-HUBERT;Luxemburg
6870;Hatrival;Ja;SAINT-HUBERT;Luxemburg
6870;Mirwart;Ja;SAINT-HUBERT;Luxemburg
6870;SAINT-HUBERT;Neen;SAINT-HUBERT;Luxemburg
6870;Vesqueville;Ja;SAINT-HUBERT;Luxemburg
6880;Auby-Sur-Semois;Ja;BERTRIX;Luxemburg
6880;BERTRIX;Neen;BERTRIX;Luxemburg
6880;Cugnon;Ja;BERTRIX;Luxemburg
6880;Jehonville;Ja;BERTRIX;Luxemburg
6880;Orgeo;Ja;BERTRIX;Luxemburg
6887;HERBEUMONT;Neen;HERBEUMONT;Luxemburg
6887;Saint-Médard;Ja;HERBEUMONT;Luxemburg
6887;Straimont;Ja;HERBEUMONT;Luxemburg
6890;Anloy;Ja;LIBIN;Luxemburg
6890;LIBIN;Neen;LIBIN;Luxemburg
6890;Ochamps;Ja;LIBIN;Luxemburg
6890;Redu;Ja;LIBIN;Luxemburg
6890;Smuid;Ja;LIBIN;Luxemburg
6890;Transinne;Ja;LIBIN;Luxemburg
6890;Villance;Ja;LIBIN;Luxemburg
6900;Aye;Ja;MARCHE-EN-FAMENNE;Luxemburg
6900;Hargimont;Ja;MARCHE-EN-FAMENNE;Luxemburg
6900;Humain;Ja;MARCHE-EN-FAMENNE;Luxemburg
6900;MARCHE-EN-FAMENNE;Neen;MARCHE-EN-FAMENNE;Luxemburg
6900;On;Ja;MARCHE-EN-FAMENNE;Luxemburg
6900;Roy;Ja;MARCHE-EN-FAMENNE;Luxemburg
6900;Waha;Ja;MARCHE-EN-FAMENNE;Luxemburg
6920;Sohier;Ja;WELLIN;Luxemburg
6920;WELLIN;Neen;WELLIN;Luxemburg
6921;Chanly;Ja;WELLIN;Luxemburg
6922;Halma;Ja;WELLIN;Luxemburg
6924;Lomprez;Ja;WELLIN;Luxemburg
6927;Bure;Ja;TELLIN;Luxemburg
6927;Grupont;Ja;TELLIN;Luxemburg
6927;Resteigne;Ja;TELLIN;Luxemburg
6927;TELLIN;Neen;TELLIN;Luxemburg
6929;DAVERDISSE;Neen;DAVERDISSE;Luxemburg
6929;Gembes;Ja;DAVERDISSE;Luxemburg
6929;Haut-Fays;Ja;DAVERDISSE;Luxemburg
6929;Porcheresse;Ja;DAVERDISSE;Luxemburg
6940;Barvaux-Sur-Ourthe;Ja;DURBUY;Luxemburg
6940;DURBUY;Neen;DURBUY;Luxemburg
6940;Grandhan;Ja;DURBUY;Luxemburg
6940;Septon;Ja;DURBUY;Luxemburg
6940;Wéris;Ja;DURBUY;Luxemburg
6941;Bende;Ja;DURBUY;Luxemburg
6941;Bomal-Sur-Ourthe;Ja;DURBUY;Luxemburg
6941;Borlon;Ja;DURBUY;Luxemburg
6941;Heyd;Ja;DURBUY;Luxemburg
6941;Izier;Ja;DURBUY;Luxemburg
6941;Tohogne;Ja;DURBUY;Luxemburg
6941;Villers-Sainte-Gertrude;Ja;DURBUY;Luxemburg
6950;Harsin;Ja;NASSOGNE;Luxemburg
6950;NASSOGNE;Neen;NASSOGNE;Luxemburg
6951;Bande;Ja;NASSOGNE;Luxemburg
6952;Grune;Ja;NASSOGNE;Luxemburg
6953;Ambly;Ja;NASSOGNE;Luxemburg
6953;Forrières;Ja;NASSOGNE;Luxemburg
6953;Lesterny;Ja;NASSOGNE;Luxemburg
6953;Masbourg;Ja;NASSOGNE;Luxemburg
6960;Dochamps;Ja;MANHAY;Luxemburg
6960;Grandménil;Ja;MANHAY;Luxemburg
6960;Harre;Ja;MANHAY;Luxemburg
6960;Malempré;Ja;MANHAY;Luxemburg
6960;MANHAY;Neen;MANHAY;Luxemburg
6960;Odeigne;Ja;MANHAY;Luxemburg
6960;Vaux-Chavanne;Ja;MANHAY;Luxemburg
6970;TENNEVILLE;Neen;TENNEVILLE;Luxemburg
6971;Champlon;Ja;TENNEVILLE;Luxemburg
6972;Erneuville;Ja;TENNEVILLE;Luxemburg
6980;Beausaint;Ja;LA ROCHE-EN-ARDENNE;Luxemburg
6980;LA ROCHE-EN-ARDENNE;Neen;LA ROCHE-EN-ARDENNE;Luxemburg
6982;Samrée;Ja;LA ROCHE-EN-ARDENNE;Luxemburg
6983;Ortho;Ja;LA ROCHE-EN-ARDENNE;Luxemburg
6984;Hives;Ja;LA ROCHE-EN-ARDENNE;Luxemburg
6986;Halleux;Ja;LA ROCHE-EN-ARDENNE;Luxemburg
6987;Beffe;Ja;RENDEUX;Luxemburg
6987;Hodister;Ja;RENDEUX;Luxemburg
6987;Marcourt;Ja;RENDEUX;Luxemburg
6987;RENDEUX;Neen;RENDEUX;Luxemburg
6990;Fronville;Ja;HOTTON;Luxemburg
6990;Hampteau;Ja;HOTTON;Luxemburg
6990;HOTTON;Neen;HOTTON;Luxemburg
6990;Marenne;Ja;HOTTON;Luxemburg
6997;Amonines;Ja;EREZÉE;Luxemburg
6997;EREZÉE;Neen;EREZÉE;Luxemburg
6997;Mormont;Ja;EREZÉE;Luxemburg
6997;Soy;Ja;EREZÉE;Luxemburg
7000;MONS;Neen;MONS;Henegouwen
7010;SHAPE;;SHAPE;
7011;Ghlin;Ja;MONS;Henegouwen
7012;Flénu;Ja;MONS;Henegouwen
7012;Jemappes;Ja;MONS;Henegouwen
7020;Maisières;Ja;MONS;Henegouwen
7020;Nimy;Ja;MONS;Henegouwen
7021;Havré;Ja;MONS;Henegouwen
7022;Harmignies;Ja;MONS;Henegouwen
7022;Harveng;Ja;MONS;Henegouwen
7022;Hyon;Ja;MONS;Henegouwen
7022;Mesvin;Ja;MONS;Henegouwen
7022;Nouvelles;Ja;MONS;Henegouwen
7024;Ciply;Ja;MONS;Henegouwen
7030;Saint-Symphorien;Ja;MONS;Henegouwen
7031;Villers-Saint-Ghislain;Ja;MONS;Henegouwen
7032;Spiennes;Ja;MONS;Henegouwen
7033;Cuesmes;Ja;MONS;Henegouwen
7034;Obourg;Ja;MONS;Henegouwen
7034;Saint-Denis;Ja;MONS;Henegouwen
7040;Asquillies;Ja;QUÉVY;Henegouwen
7040;Aulnois;Ja;QUÉVY;Henegouwen
